,REGISTRO_ANCINE,RAZAO_SOCIAL,EMPRESA_ASSOCIADA
3790,15952,A ILHA FILMES LOCAÇÕES E PRODUÇÕES LTDA ME,"BG PRODUÇÃO, COMUNICAÇÃO, LOCAÇÃO DE EQUIPAMENTOS E MARKETING LTDA"
3791,2849,ITAIGARA PLEXCINE LTDA.,UCI-ORIENT LTDA
3792,1229,EMPRESA CINE TEATRO TAMOIO LTDA,UCI-ORIENT LTDA
3793,17750,NOVA TRINITI COMUNICAÇÃO E PRODUÇÃO ARTÍSTICA LTDA ME,KROMAKI FILMES LTDA
3794,14259,SPRING PUBLICAÇÕES LTDA.,FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS
3795,27548,TRUE MOTION ENTERTAINMENT LTDA EPP,77.515.120/0001-56
3796,38180,GARAGEM FILMES LTDA ME,MIRO FILMES EIRELI
3797,14603,STUDIUM P.A ÁUDIO E VÍDEO LTDA EPP,"HS COMERCIO, LOCACOES E SERVICOS DE INFORMATICA AUDIO E VIDEO LTDA"
3798,39381,BMK PRODUCOES AUDIOVISUAIS LTDA,HYPE ARTS & FILMS LTDA
3799,36339,LIGUE TV POR ASSINATURA LTDA,LIGUE MÓVEL S.A.
3800,51777,MONTE OLLIMPO LTDA,PENTAMIDE CRIATIVA PRODUCOES AUDIOVISUAIS LTDA
3801,12384,VEGA VÍDEO FILMES LTDA,VEGA I PRODUÇÕES S/C LTDA - EPP
3802,29495,MUTATO ENTRETENIMENTO CONTEUDO E PUBLICIDADE LTDA,MUTATO PRODUÇÃO LTDA
3803,29495,MUTATO ENTRETENIMENTO CONTEUDO E PUBLICIDADE LTDA,WUNDERMAN THOMPSON COMUNICACAO LTDA
3804,38317,MUTATO PRODUÇÃO LTDA,WUNDERMAN THOMPSON COMUNICACAO LTDA
3805,661,VEGA I PRODUÇÕES S/C LTDA - EPP,VEGA VÍDEO FILMES LTDA
3806,33289,CANASTRA REAL PRODUCOES CULTURAIS LTDA - ME,CANASTRA REAL
3807,2836,EMPRESA SAO LUIZ DE CINEMAS LTDA,EMPRESA DE CINEMAS FORTALEZA LTDA
3808,27814,CINEMATOGRÁFICA LIMEIRA LTDA,EMPRESA DE CINEMAS FORTALEZA LTDA
3809,17271,COMERCIAL FONOGRAFICA RGE S/A,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A
3810,47154,BPM EMPREENDIMENTOS ARTISTICOS LTDA,MANIFESTASOM PRODUTORA E EMPRESARIANMENTO ARTISTICOS LTDA
3811,49025,UTROPICA PRODUTORA AUDIOVISUAL LTDA,MOLINETE PRODUTORA AUDIOVISUAL LTDA
3812,38037,DUMELA PRODUÇÕES ARTÍSTICAS LTDA ME,MELLON PRODUTORA AUDIOVISUAL LTDA
3813,13736,PRMUSIC ENTRETENIMENTO LTDA,PRMUSIC PRODUÇÕES ARTÍSTICAS EIRELI - EPP
3814,51612,TWOBUNKER PRODUCOES LTDA,BLOWUP PRODUCOES DE FILMES EIRELLE - ME
3815,38995,ALVA FILMES LTDA - ME,ALLAN SOUSA GONCALVES
3816,25619,HIP HOP BRASIL EMPREENDIMENTOS ARTÍSTICOS LTDA,CAMINHOS DA CULTURA PROMOÇÕES E EVENTOS LTDA.
3817,32136,EFRAME PRODUÇÃO CINEMATOGRÁFICA LTDA-ME,VOLTAIRE BARBIERI VARGAS-ME
3818,40311,REVISÃO PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.
3819,19905,TVR PRODUÇÕES E COMUNICAÇÕES LTDA.,RR PORTAIS E COMERCIO DE PRESENTES LTDA
3820,24309,LIBERTY PICTURES SERVICOS CINEMATOGRAFICOS LTDA,NEW CINE & TV LTDA
3821,2364,CINEMAS PARIS SEVERIANO RIBEIRO LTDA,SR RIO DE JANEIRO CINEMAS S/A
3822,45292,ALEGRIA EXIBIDORA CINEMATOGRAFICA - EIRELI,IVAM CABRAL PRODUCOES - ME
3823,32508,MC PRODUÇÕES EIRELI,MARCIO CAVALCANTI CURI
3824,24292,VICE PRODUTORA DE VIDEO LTDA.,VICE HOLDING DO BRASIL LTDA
3825,49849,ESPAÇO DE CINEMA SUL LTDA,ESPAÇO DE CINEMA JUIZ DE FORA LTDA
3826,1083,CIRCUITO CINEARTE LTDA,ESPAÇO DE CINEMA JUIZ DE FORA LTDA
3827,40638,CINEMA DO RIO CULTURA E EVENTOS LTDA,TOTAL ENTERTAINMENT LTDA
3828,38540,QL ENTRETENIMENTOS LTDA ME,ESQ ENTRETENIMENTOS LTDA.
3829,41111,DIGITAL DO BRASIL E-COMMERCE LTDA,EDITORA DIGITAL DO BRASIL E ESTUDIO DE ANIMAÇÃO LTDA
3830,35397,BROADCASTING PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.,TOP MEDIA ENTRETENIMENTO LTDA
3831,22295,DOGS CAN FLY COLLECTION VESTUARIO LTDA,DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA
3832,37294,MAIA FILMES E PUBLICIDADE EIRELI - ME,DEEPY FILMS & CHAPTER FIVE PRODUÇÕES LTDA
3833,6523,BJ VÍDEO PRODUÇÕES LTDA - ME,DEEPY FILMS & CHAPTER FIVE PRODUÇÕES LTDA
3834,22478,CONSPIRAÇÃO ENTRETENIMENTO SÃO PAULO LTDA.,CONSPIRAÇÃO FILMES S/A
3835,46455,LED PRODUÇÃO DE CONTEÚDOS LTDA,OVO EM PE CRIACAO DE CONTEUDOS LTDA-ME
3836,19487,ECCO PRODUÇÕES E EDIÇÕES LTDA,SCHÜRMANN PRODUÇÕES CINEMATOGRÁFICAS LTDA
3837,5275,LU ARAÚJO PRODUÇÕES ARTÍSTICAS LTDA,CRIOULA CARIOCA PROJETOS CULTURAIS E FONOGRÁFICOS LTDA - ME
3838,27435,W. PRODUCCIONES EVENTOS E ENTRETENIMENTO EIRELI EPP,ONE TIME ZONE EVENTOS LTDA.
3839,46123,PRODUCOES ARTISTICAS FIRST MOVIE SPE LTDA.,MUSICLAN ENTERTAINMENT E PRODUÇÃO MUSICAL LTDA.
3840,15224,LOOKMADE PRODUÇÕES VISUAIS LTDA - EPP,BLUFILME PRODUÇÕES EIRELI
3841,18404,DZ7 REALIZAÇÕES ARTISTICAS E CULTURAIS LTDA,CENTRO DE ESTUDO E DESENVOLVIMENTO DO CINEMA INDEPENDENTE
3842,42548,ESPIRAL LAB COMUNICAÇÃO LTDA,BRAVO DIGITAL COMUNICAÇÃO LTDA
3843,49849,ESPAÇO DE CINEMA SUL LTDA,CINEMAS USINA LIBERDADE LTDA
3844,1083,CIRCUITO CINEARTE LTDA,CINEMAS USINA LIBERDADE LTDA
3845,48421,RINOCERONTE ENTRETENIMENTO E PRODUCAO LTDA.,BENGUELA PRODUÇÕES E EVENTOS CULTURAIS LTDA ME
3846,27021,B-TEK IMAGENS LTDA,ZESTE E FLIP PRODUCOES EIRELI
3847,42055,BRAZUCA FILMES EIRELI,CRISTIANO ZILLIG DE SOUZA - ME
3848,41709,TOP MEDIA ENTRETENIMENTO LTDA,BROADCASTING TELEVISÃO LTDA.
3849,24995,BASE RJ - PRODUÇÕES CULTURAIS LTDA,TURBILHAO DE IDEIAS CULTURA E ENTRETENIMENTO LTDA - ME
3850,43252,FABIO COLANERI DEDDING,UNDERDOGS MARKETING DIGITAL E MIDIAS SOCIAIS LTDA
3851,17907,CIRCUNSTÂNCIA CINEMATOGRÁFICA E PRODUÇÕES ARTÍSTICAS LTDA.,EMEGE PRODUCOES ARTISTICAS LTDA
3852,44276,EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA,CINEPLEX CINEMATOGRAFICA LTDA
3853,2968,LUI CINEMATOGRÁFICA LTDA.,CINEPLEX CINEMATOGRAFICA LTDA
3854,17557,ASTRONAUTAS FILMES LTDA - ME,F B PAIVA FILMES EIRELI
3855,42875,MOMENTO PRODUCAO ARTISTICA E CULTURAL LTDA,PAVIRADA FILMES E PRODUÇÕES LTDA
3856,2483,MOVIECENTER LOCACAO DE BENS LTDA,NAYMOVIE LOCAÇAO DE BENS LTDA.
3857,1588,PHOTO SÍNTESE RIO PRODUÇÕES CINEMATOGRÁFICAS LTDA ME,IPANEMA FILMES LTDA
3858,41816,"ITAJUBÁ ARTE, EDUCAÇÃO E PRODUÇÃO LTDA",VITE PRODUÇÕES LTDA.
3859,38860,SONIDO PRODUÇÕES ARTÍSTICAS LTDA,SONIDO SÃO PAULO PRODUÇÕES ARTÍSTICAS LTDA
3860,46518,WOWL CONTEÚDOS E FRANCHISING LTDA,ICON- EDUCAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA.
3861,22619,NGMJ PRODUÇÕES CULTURAIS LTDA,MOV PRODUCOES CULTURAIS LTDA
3862,41442,C DE COISAS PRODUCOES CULTURAIS LTDA,OS MELHORES DO MUNDO PRODUÇÕES ARTÍSTICAS LTDA
3863,256,FOX FILM DO BRASIL LTDA,ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA.
3864,16808,MERGE PRODUÇÃO E FINALIZAÇÃO DE VÍDEOS LTDA,MARINGONI FILMES - EIRELI
3865,52112,LIGUE MÓVEL S.A.,LIGUE TV POR ASSINATURA LTDA
3866,265,WARNER BROS. (SOUTH) INC.,DISCOVERY NETWORKS BRASIL AGENCIAMENTO E REPRESENTAÇÃO LTDA
3867,18055,CINEMA VILLAGGIO LTDA,CIRCUITO CINEARTE LTDA
3868,20634,MONSTER MOVIE PRODUCOES E CASTING LTDA,NUNES ANGEL PRODUÇÕES LTDA
3869,46178,BIG FISH COMUNICACOES E PRODUCOES DE FILMES LTDA,ABRAÃO DA S. CARDOSO COMUNICAÇÕES E PRODUÇÕES EIRELI - ME
3870,2367,HÉLIO FERREIRA SILEMAN ME,HELIO FERREIRA SILEMAN EIRELI - EPP
3871,437,DELTA FILMES LTDA,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA
3872,41334,L.M.H.MOTA PRODUTORA,PONTO DE EQUILIBRIO EVENTOS E IMAGEM EIRELI
3873,2606,UCI-ORIENT LTDA,ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA
3874,7006,NÚCLEO DE CINEMA DE ANIMAÇÃO DE CAMPINAS,WILSON ANTONIO LAZARETTI VALINHOS - ME
3875,42074,VOYAGER PARQUES TEMATICOS - EIRELI,ARVORE EXPERIENCIAS IMERSIVAS EIRELI
3876,23278,ALLAN SOUSA GONCALVES,ALVA FILMES LTDA - ME
3877,41572,SOHO PRODUTORA DE VIDEOS E FOTOGRAFIAS LTDA,ESTUDIO CLICKA LTDA - ME
3878,2914,CINEMATOGRÁFICA PASSOS LTDA,MOVIEPASS CINEMATOGRÁFICA LTDA
3879,32480,BABA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA,N FILMES PRODUTORA E FINALIZADORA DE CINEMA LTDA
3880,22729,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,REDECINE CPQ CINEMATOGRÁFICA LTDA
3881,43781,REDECINE PINDAMONHANGABA CINEMAS LTDA,REDECINE-CPQ CINEMATOGRÁFICA LTDA
3882,31741,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,REDECINE CPQ CINEMATOGRÁFICA LTDA
3883,21658,LIVE MEDIA PRODUTORA AUDIOVISUAL MULTIPLATAFORMA LTDA,CUENTOS Y CIRCO AGENCIA DE CONTEÚDO LTDA
3884,19040,MACHADO FILMES E PRODUÇÕES LTDA,MACHADO FILMES E PRODUÇÕES E DISTRIBUIÇÃO LTDA
3885,24738,FONSECA E MARINHO LTDA - ME,PLENO PRODUÇÃO E CONTEUDO LTDA
3886,1456,REDE 21 COMUNICACOES S.A.,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.
3887,13674,RADIO E TELEVISAO RIO NEGRO LTDA,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.
3888,53221,PRH9 PRODUÇÕES S/A,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.
3889,40638,CINEMA DO RIO CULTURA E EVENTOS LTDA,ESTAÇÃO CINEMA E CULTURA LTDA
3890,41877,ADRIANA SCORZELLI RATTES,ESTAÇÃO CINEMA E CULTURA LTDA
3891,1944,CINEMA ARTEPLEX LTDA.,ESPAÇO DE CINEMA SUL LTDA
3892,2735,CINEARTE MORUMBI LTDA,ESPAÇO DE CINEMA SUL LTDA
3893,31571,R.L. DE ARRUDA FILHO - FILMES - ME,RTV DIGITAL LTDA - EPP
3894,2820,BARRA FILMES LTDA,MEMORIA CIVELLI PRODUÇÕES CULTURAIS LTDA
3895,13424,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,MAIS FILMES LTDA
3896,52080,SWELL FILMES & PRODUÇÕES LTDA,IPE PRODUCOES E EVENTOS LTDA
3897,51184,IPE PRODUCOES E EVENTOS LTDA,FESTINA LENTE BR PRODUÇÕES LTDA
3898,65,JOÃO DANIEL FILMES LTDA,JODAF PRODUÇÕES CINEMATOGRÁFICAS LTDA
3899,39648,LUCIANO ALBUQUERQUE MANGUEIRA BASTOS FILHO 06242531470,PLAVA PRODUTORA AUDIOVISUAL LTDA
3900,21756,SANTA RITA FILMES LTDA,SANTA RITA PARQUE LTDA
3901,2227,UNILEVER BRASIL INDUSTRIAL LTDA.,UNILEVER BRASIL LTDA
3902,38206,LIMONADA FILMES LTDA - ME,KILLERS FILMES LTDA.
3903,52425,NAYMOVIE LOCAÇAO DE BENS LTDA.,MOVIECENTER LOCACAO DE BENS LTDA
3904,17102,RICHARD LUIZ PEREIRA FERREIRA ME,PROTÓTIPO FILMES PRODUÇÕES CINEMATOGRAFICAS LTDA EPP
3905,27942,CASA AMARELA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA,DOCTV SERVICOS DE COMUNICACAO LTDA
3906,1569,VSRM ARTES GRAFICAS LTDA,AMIRSOVA PRODUÇÕES AUDIOVISUAIS LTDA
3907,17864,BACKSTAGE FILMES LTDA,TITAN COMUNICAÇÃO SOCIAL LTDA
3908,45538,AGENCIA WIV LTDA,CMP CRIAÇÃO E PRODUÇÃO DE CONTEUDOS DE COMUNICAÇÃO LTDA
3909,11768,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,LADYBIRD PRODUCAO DE FILMES LTDA.
3910,51695,PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.,LADYBIRD PRODUCAO DE FILMES LTDA.
3911,1021,CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME,LADYBIRD PRODUCAO DE FILMES LTDA.
3912,30860,SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA,LADYBIRD PRODUCAO DE FILMES LTDA.
3913,47950,UTLD PRODUCAO DE FIMES LTDA,LADYBIRD PRODUCAO DE FILMES LTDA.
3914,47322,ODUN FILMES PRODUCAO AUDIOVISUAL LTDA,ODUN PRODUÇÃO DE BENS CULTURAIS LTDA
3915,27814,CINEMATOGRÁFICA LIMEIRA LTDA,EMELI PARTICIPAÇÕES EIRELI
3916,38115,LUMINARE AUDIOVISUAL LTDA ME,ÍCONE COMÉRCIO DE ÁUDIO E VÍDEO LTDA
3917,16951,MULTITEL COMUNICACOES LTDA,PROVEDOR REDESUL LTDA
3918,13231,GEN LOCK PRODUÇÕES LTDA,GABIROBA FILMES LTDA
3919,33787,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,PARAMOUNT HOME ENTERTAINMENT (BRAZIL) LTDA.
3920,592,ESTAÇÃO CINEMA E CULTURA LTDA,CINEMA DO RIO CULTURA E EVENTOS LTDA
3921,21462,MOOVE HOUSE IDEIAS CRIATIVAS E AUDIOVISUAIS LTDA - ME,MH FILMES LTDA - ME
3922,28617,ASSOCIAÇÃO DE TELEVISÃO DAS UNIVERSIDADES DO RIO DE JANEIRO - UTV,COMPANHIA CINEMATOGRÁFICA FILMI DI LUZZI PRODUÇÕES ARTÍSTICAS LTDA
3923,18142,AMERICA FILMS INTERNATIONAL LTDA,MALAGUETA CINEMA E VIDEO LTDA
3924,1520,ALICE URANO FILMES CONSULTORIA PRODUÇÃO E DISTRIBUIÇÃO LTDA,CINEMATOGRAFICA AMERABA LTDA
3925,41834,STUDIO LIEBE AGENCIA DE PUBLICIDADE LTDA.,FABIO LUIZ DE OLIVEIRA LEITE
3926,24076,TOTAL AGENCIA DE PUBLICIDADE E PRODUTORA LTDA,WELISMAR PEREIRA DA SILVA ME
3927,23109,VTCINE DIGITAL PRODUÇÃO E FINALIZAÇÃO CINEMATOGRAFICA LTDA-EPP,PRODUTORA DE FILMES VTCINE LTDA
3928,33195,"INSTITUTO ""A UNIÃO TRAZ A CURA""",MF VIDEO PRODUCOES LTDA
3929,30879,MARCHIORI & MACHADO REPRESENTAÇÕES LTDA,MAQUINA SET PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME
3930,112,OFF-HOLLYWOOD PRODUÇÕES LTDA. EPP,JUAN ALBERTO GOMEZ PRODUCOES
3931,31330,ESTUDIO SOLO LTDA -ME,GUILHERME DAVI ROHR 03243157080
3932,661,VEGA I PRODUÇÕES S/C LTDA - EPP,VEGA FILMES LTDA
3933,16974,W DE S MELQUIADES PUBLICIDADE ME,MELQUIADES & CALDEIRA LTDA ME
3934,28569,CINEMATOGRAFICA AMERABA LTDA,ALICE URANO FILMES CONSULTORIA PRODUÇÃO E DISTRIBUIÇÃO LTDA
3935,1337,SPECTRUS VIDEO E MULTIMIDIA LTDA,SPECTRUS PRODUCOES DIGITAIS E CINEMATOGRAFICAS LTDA - ME
3936,25969,PICTURE HOUSE PRODUÇÕES EIRELI,IN GOOD COMPANY PRODUCOES LTDA - EPP
3937,18510,VHM COMUNICAÇÃO EIRELI,CINEMA FILMES LTDA
3938,30006,2N AUDIOVISUAL LTDA - ME,GRAVINA SERVIÇOS DE SOLUÇÕES AUDIOVISUAIS L.T.D.A - ME
3939,41382,MTTRAILER PRODUÇÕES CINEMATOGRÁFICAS EIRELI ME,MOVIETRAILER PRODUÇÕES CINEMATOGRÁFICAS LTDA
3940,25677,DIGITAL MUSIC EDITORA & PRODUCOES LTDA - ME,FEVER FILMES PRODUÇÕES LTDA
3941,21560,JAMUTE PRODUÇÕES DE AUDIO EIRELI,JMT PRODUCOES DE AUDIO LTDA
3942,19963,JONATHAN POST FILMES LTDA,DANIEL DIAS DESING ME
3943,32600,PEQUENA NOTÁVEL EMPREENDIMENTOS ARTÍSTICOS LTDA ME.,DE NOVO EMPREENDIMENTOS ARTÍSTICOS
3944,31459,DOGON GESTAO DE CONTEUDO LTDA,JOINT ABC PUBLICIDADE E PROMOCOES LTDA - EPP
3945,43464,PAULO CÉSAR BRANT ALVIM,PAULO CESAR BRANT ALVIM 06791558644
3946,13873,"REGISTRO URBANO PRODUCAO, CINEMA E VIDEO LTDA",A PRODUTORA FILMES LTDA
3947,3099,EMPRESA CINE SÃO LUIZ LTDA,CINEMATOGRAFICA NORDESTE LTDA
3948,12402,MEGAMÍDIA - COMUNICAÇÃO PUBLICIDADE E EVENTOS LTDA,MEGAVIDEO MIDIA LTDA ME
3949,37908,J. MORAES G. COMISSARIA DE DESPACHOS ADUANEIRO EIRELI - ME,MORAES PRODUÇÕES CINEMATOGRAFICAS LTDA EPP
3950,5204,"GO7 ASSESSORIA, PRODUCAO E MARKETING CULTURAL EIRELLI",INSTITUTO CONHECER BRASIL
3951,20451,ATIVIDADES CULTURAIS PARATODOS,TAUS PRODUCOES AUDIOVISUAIS EIRELI
3952,24711,PORTA DOS FUNDOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,FONDO FILMES LTDA
3953,39910,MOLETOM STUDIO SOFTWARES LTDA,BILLION BITS DESENVOLVIMENTO DE SOFTWARE LTDA
3954,47070,BEAUVOIR - ARTE E COMUNICAÇÃO LTDA,RICARDO GONÇALVES PRODUÇÕES CINEMATOGRAFICAS - ME
3955,17661,EF PRODUCOES ARTISTICAS LTDA,YAMA AUDIOVISUAL LTDA
3956,683,VITÓRIA PRODUÇÕES CINEMATOGRÁFICAS LTDA.,MELODRAMA PRODUÇÕES LTDA.
3957,34809,VALTEC VIDEO LTDA -ME,VALTEC MARKETING E PROPAGANDA LTDA
3958,36461,SIC ­ SISTEMA INTEGRADO DE COMUNICACAO LTDA,IDE PRODUCTIONS LTDA
3959,19099,"DOIS TOM COMUNICAÇÃO, PRODUÇÃO E EVENTOS LTDA",KRAÔ PRODUTORA E EVENTOS LTDA
3960,37872,ILHA CROSSMIDIA LTDA,A ILHA PRODUÇÃO LTDA
3961,50516,CRIANÇAS INTELIGENTES DESENVOLVIMENTO DE CONTEÚDO EDUCACIONAL LTDA,PAGINA EDITORA E COMERCIO DE LIVROS - EIRELI
3962,18556,JS FILMES LTDA- ME,MF MULTIMÍDIA LTDA - ME
3963,47520,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,REDECINE SUL CINEMAS LTDA.
3964,44914,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,REDECINE SUL CINEMAS LTDA.
3965,35014,PRODUTORA CANARINHO DE ARTE E CULTURA LTDA,PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.
3966,21932,MUNDO PORTÁTIL COMÉRCIO DE DISCOS E BRINQUEDOS LTDA.,ANIMANDO PRODUÇÕES ARTÍSTICAS LTDA.
3967,22630,SENTIMENTAL ETAL LTDA,SENTIMENTAL FILME LTDA
3968,33040,PRODUTORA VEM LTDA,SMYOWL DESENVOLVIMENTO DE SOFTWARES LTDA
3969,1021,CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME,SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA
3970,48462,SUSTO PRODUÇÃO DE FILMES LTDA,SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA
3971,12905,INSTITUTO DE CULTURA E MEIO AMBIENTE,ICUMAM CULTURAL EIRELI
3972,35277,MM AMORIM COMUNICAÇÃO E SERVIÇOS LTDA ME,MMA PRODUÇÃO DE VIDEO E DE TV EIRELI
3973,47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,ASSOCIAÇÃO CULTURAL CIRCENSE E AMBIENTAL UMA FLORESTA
3974,23192,HIT MUSIC PRODUTORA LTDA - EPP,AGENCIA HIT PRODUCOES E EVENTOS EIRELI
3975,201,ESTUDIOS MEGA LTDA,INDIE RECORDS LTDA
3976,27912,CINEMAS USINA LIBERDADE LTDA,CINEMA ARTEPLEX LTDA.
3977,41991,ARTEPLEX DISTRIBUIDORA LTDA,CINEMA ARTEPLEX LTDA.
3978,2735,CINEARTE MORUMBI LTDA,CINEMA ARTEPLEX LTDA.
3979,22269,TUNNA ENTRETENIMENTO E AUDIOVISUAL LTDA,SINOS DISTRIBUIDORA DE AUDIOVISUAL LTDA
3980,31135,REDECINE LONDRINA CINEMATOGRAFICA LTDA,REDECINE BSB CINEMATOGRÁFICA LTDA
3981,44914,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,REDECINE BSB CINEMATOGRÁFICA LTDA
3982,45757,RTRG2019 PRODUCOES ARTISTICAS LTDA,RT COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA - EPP.
3983,51068,USINA PRODUCOES LTDA ME,USINA DE FILMES LTDA
3984,31337,IPECINE - INSTITUTO DE PESQUISA E ESTUDOS CINEMATOGRAFICOS EIRELI,M. P. NOGUEIRA FILHO
3985,26640,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,2.2 PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA
3986,2113,P H S SUASSUNA BARRETO PRODUÇÕES,MANUÊ PRODUÇÕES CINEMATOGRAFICAS LTDA
3987,748,JÁ FILMES S/S LTDA,REAIS FILMES LTDA
3988,3274,E.E. DE M. COSTA & CIA LTDA,CANAL 1 AUDIOVISUAL LTDA
3989,1,M. ALTBERG CINEMA E VÍDEO LTDA,INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME
3990,4,SM PRODUÇÕES LTDA,ALLTERNATIVA FILMES LTDA
3991,18480,ARTESÃ COMUNICAÇÃO E FILMES LTDA - ME,RED STUDIO BRASIL PRODUCAO E ANIMACAO LTDA
3992,24536,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA,REDECINE TOTAL CINEMATOGRÁFICA LTDA
3993,31741,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,REDECINE TOTAL CINEMATOGRÁFICA LTDA
3994,808,BPP PRODUÇÕES AUDIOVISUAIS LTDA-ME,FLORESTA FILMES LTDA - ME
3995,30044,VAPT FILMES PRODUÇÕES EIRELI ME,MADRE MIA FILMES LTDA ME
3996,44837,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE LONDRINA CINEMATOGRAFICA LTDA
3997,15315,BRIEFING MARKETING LTDA,CARTELATV EIRELI
3998,11768,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,SEIVA PRODUCAO DE FILMES LTDA
3999,48462,SUSTO PRODUÇÃO DE FILMES LTDA,SEIVA PRODUCAO DE FILMES LTDA
4000,52612,FERVEDOURO PRODUCOES CINEMATOGRAFICAS LITERARIAS E CULTURAIS UNIPESSOAL LTDA,PAIEIROS PRODUCOES CULTURAIS UNIPESSOAL LTDA
4001,31969,ABGV SÃO PAULO PRODUÇÕES LTDA. ME,ABGV PRODUCOES ARTISTICAS LTDA
4002,36706,GOMO FILMES LTDA. ME,CTJ3 PRODUÇÕES LTDA ME
4003,18450,TITAS EMPREENDIMENTOS ARTÍSTICOS LTDA,CASA 5 PRODUÇÕES ARTÍSTICAS LTDA
4004,17355,STUDIO GREAT LTDA,ALL-EDIT SERVICOS DE VIDEO E EDICOES LTDA
4005,273,CINEARTE PRODUÇÕES CINEMATOGRÁFICAS LTDA,ANIMA PRODUÇÕES AUDIOVISUAIS LTDA
4006,50118,OTT STUDIO LTDA,BLACKBIRD PRODUÇÕES FILMES E VIDEO LTDA.
4007,650,VERONA FILMES LTDA,AMERICINE DO BRASIL LTDA
4008,6422,CINEMA VIDEO SHOW LTDA.,ANAS CINEMAS LTDA. ME
4009,51114,FHA ALVES CONSULTORIA,BYOR FILMES PRODUCOES ARTISTICAS E COMUNICACAO LTDA
4010,48217,BA DA BEAN PRODUCOES AUDIOVISUAIS SPE LTDA,CHATRONE LATAM LTDA
4011,37960,PEDRO CIAMPOLINI ME,HYPEMOV SERVIÇO DE LICENCIAMENTO DE IMAGENS E VIDEOS LTDA
4012,25077,MUNDIM PRODUÇÕES CINEMATOGRAFICA LTDA - ME,HYPEMOV SERVIÇO DE LICENCIAMENTO DE IMAGENS E VIDEOS LTDA
4013,47043,ACADEMIA SOROCABANA DE FOTOGRAFIA CINEMA E VIDEO,ZODIACO EMPREENDIMENTOS CULTURAIS LTDA
4014,20610,ESCADA AMARELA CRIAÇÕES LTDA,MARCO ANTONIO NICK LAUAR MARTINS
4015,44377,GANDOLFILMES LTDA,RODRIGO GANDOLFI DE MOURA ME
4016,34028,K&C EMPREENDIMENTOS E PARTICIPAÇOES LTDA,S4 PRODUÇÕES ARTÍSTICAS LTDA.
4017,22600,FC PRODUÇÕES AUDIO E VIDEO LTDA ME,NOVATV AUDIO E VIDEO LTDA-ME
4018,4428,CALL FILMES LTDA,ICE FILMES LTDA - ME
4019,17732,CINEPLEX CINEMATOGRAFICA LTDA,LUI CINEMATOGRÁFICA LTDA.
4020,22776,REVELAÇÃO PRODUÇÕES ARTÍSTICAS LTDA,ROMANCE PRODUÇÕES ARTÍSTICAS LTDA
