,REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
176,3347,00.128.612/0001-64,"CASE PROPAGANDA, ARTES E PRODUÇÕES LTDA",AD PRODUÇÕES AVARÉ LTDA ME,22.831.307/0001-77
177,4729,07.519.645/0001-84,MALAB PRODUCOES EIRELI,ROTOMUSIC PRODUÇÕES E EVENTOS LTDA,00.878.771/0001-86
178,33620,14.895.672/0001-17,RF MIDIA LTDA -ME,PRODUTORA DE CONTEUDO CONTEUDO PLAY LTDA,37.796.670/0001-76
179,18130,12.709.052/0001-10,LEBEN 108 PRODUTORA DE FILMES LTDA,JAVALI DO MAR EXPERIMENTACOES ARTISTICAS LTDA. - ME.,41.521.334/0001-98
180,52141,08.907.300/0001-60,C & C PRODUCOES E SHOWS LTDA,M&L PRODUÇÕES ARTÍSTICAS LTDA,26.492.162/0001-88
181,39,00.252.848/0001-08,TELECINE PROGRAMACAO DE FILMES LTDA,COMERCIAL FONOGRAFICA RGE S/A,51.733.459/0001-35
182,27496,20.590.445/0001-86,R2 PRODUTORA LTDA,R2 LIVE E PRODUTORA LTDA,45.219.123/0001-56
183,24419,56.786.874/0001-70,RTS EMPREENDIMENTOS E PARTICIPAÇÕES S/A,INSTITUTO CULTURAL MAURICIO DE SOUSA,01.987.656/0001-02
184,6355,05.474.957/0001-93,KRM PRODUÇÕES AUDIOVISUAIS LTDA,BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA,09.012.841/0001-93
185,40541,28.494.461/0001-87,AEROPLANO SOLUCOES VISUAIS LTDA. - ME,FABIO WOODY PRODUÇÕES CRIATIVAS EIRELI,34.165.168/0001-79
186,39552,24.121.437/0001-41,PRODUTORA RIO DE ARTE E CULTURA LTDA,PRODUTORA CANARINHO DE ARTE E CULTURA LTDA,23.322.064/0001-04
187,51253,32.299.951/0001-08,BENEDETTO AGENCIA DIGITAL LTDA,EDGARD SOARES FILMES LTDA,27.171.970/0001-06
188,941,04.980.287/0001-14,PANDA FILMES LTDA,FUNDAÇÃO CINEMA RS- FUNDACINE,03.300.207/0001-70
189,13631,09.385.060/0001-44,LINE-UP PRODUCAO E DISTRIBUICAO DE FILMES LTDA - EPP,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,07.616.202/0001-01
190,656,60.509.239/0001-13,RADIO E TELEVISAO BANDEIRANTES S.A.,ASTARTE PRODUTORA LTDA.,26.674.863/0001-38
191,17613,05.643.328/0001-40,HOLDEN COMUNICAÇÃO LTDA.,ELABORAR PROJETOS E PRODUÇÕES CULTURAIS LTDA.,07.784.284/0001-01
192,19514,10.521.569/0001-56,CALAMENGAU FILMES E VIDEOS LTDA,TUXAUA FILMES E VIDEOS LTDA,24.688.159/0001-09
193,29817,10.387.673/0001-08,FANTASPOA PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.,MOZI PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.,13.704.990/0001-90
194,2836,52.067.071/0001-05,EMPRESA SAO LUIZ DE CINEMAS LTDA,CINE ELI BAHIA CINEMAS LTDA,30.096.740/0001-34
195,18777,13.171.263/0001-05,VITÓRIA-RÉGIA PRODUÇÕES LTDA,MMR COMUNICACAO LTDA. EPP,12.037.237/0001-26
196,28978,13.911.195/0001-73,INSTITUTO COM A PALAVRA,SECULO XXI ASSESSORIA ADMINISTRATIVA NACIONAL E INTERNACIONAL LTDA.,01.139.024/0001-99
197,41117,09.231.613/0001-04,"H & L PROMOÇÕES, EVENTOS E COMUNICAÇÃO EIRELI",BLUE CONSULT CONSULTORIA EMPRESARIAL EIRELI,24.892.963/0001-05
198,13263,08.844.841/0001-97,PB BRASIL ENTRETENIMENTO S/A,EDITORA GLOBO S.A.,04.067.191/0001-60
199,25928,19.240.655/0001-65,AMAZON FILMES PRODUÇÕES EIRELI - EPP,AMAZON FILMES S/S LTDA,02.353.452/0001-82
200,32527,01.147.082/0001-64,"LUSA EMPREENDIMENTOS, PRODUÇÕES ARTÍSTICAS E LICENCIAMENTOS LTDA.",NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME,29.528.452/0001-22
201,18328,12.991.031/0001-30,CRYK CINEMA ARARUAMA LTDA,CRYK CINEMA BACAXA LTDA,35.282.350/0001-72
202,44024,21.159.498/0001-00,RENAN TELÖKEN STEIN MOTIO DESIGN,ESTÚDIO TREMA ANIMAÇÃO DIGITAL LTDA,36.360.710/0001-70
203,40679,28.450.630/0001-87,ALINE DA SILVA MOREIRA - ME,ALINE DA SILVA MOREIRA,21.335.446/0001-47
204,43,73.619.637/0001-34,FILMES DO EQUADOR LTDA.,CARAVELA FILMES LTDA.,13.914.178/0001-90
205,38632,27.976.094/0001-95,ANA MENDES,TERRA BRASILIA COMUNICAÇÃO,10.199.150/0001-20
206,35216,26.853.999/0001-05,GUIMARAES FILMES E PRODUCOES LTDA ME,ASSOCIAÇÃO CULTURAL ARTES FLUMINENSE,07.103.185/0001-09
207,29892,20.495.791/0001-85,CANAL DE PROGRAMAÇÃO TORRES DO VALLE LTDA EPP,A3 FILMES E PRODUÇÕES LTDA ME,03.334.675/0001-65
208,34520,26.066.060/0001-09,SOTAQUE FILMES LTDA - ME,TRÊS PESQUISA E SERVIÇOS LTDA,25.247.281/0001-02
209,14286,06.881.360/0001-26,MS MONDEGO,TRÊS PESQUISA E SERVIÇOS LTDA,25.247.281/0001-02
210,12148,01.649.307/0001-80,BOX COMPANHIA DE ARTE,MACHADO FILMES E PRODUÇÕES LTDA,13.631.016/0001-44
211,262,03.048.443/0001-40,MALAGUETA CINEMA E VIDEO LTDA,AMERICA FILMS INTERNATIONAL LTDA,08.117.088/0001-38
212,21231,04.007.887/0001-09,IMAGEROCA CINEMA E VIDEO LTDA,AMERICA FILMS INTERNATIONAL LTDA,08.117.088/0001-38
213,50576,45.096.553/0001-28,PRODUTORA PRODUTORA DE FILMES E ARTE LTDA,ARTHUR DARTAGNAN CHAVES DOS SANTOS 43973746869,35.323.881/0001-66
214,43034,10.268.104/0001-35,DIGIMAGEM PRODUTORA DE FILMES LTDA,DIGIMAGEM HIGH DEFINITION LTDA EPP,01.135.084/0001-33
215,37601,28.492.489/0001-85,CINE ELI PARAÍBA CINEMAS LTDA,EMPRESA CENTERPLEX DE CINEMAS LTDA,00.812.310/0001-00
216,2836,52.067.071/0001-05,EMPRESA SAO LUIZ DE CINEMAS LTDA,EMPRESA CENTERPLEX DE CINEMAS LTDA,00.812.310/0001-00
217,35977,26.791.315/0001-98,MARANGUAPE CINEMAS LTDA - ME,EMPRESA CENTERPLEX DE CINEMAS LTDA,00.812.310/0001-00
218,15978,10.645.895/0001-75,MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.,MIGDAL PRODUÇÕES AUDIOVISUAIS LTDA,33.614.133/0001-07
219,48664,27.498.482/0001-08,AG ENTRETENIMENTO E PARTICIPACOES LTDA EPP,CRO DIGITAL COMUNICACAO LTDA,37.339.230/0001-90
220,51977,05.007.389/0001-10,"ESCRITÓRIO DE ARTES, PRODUÇÕES ARTÍSTICAS E ASSESSORIA LTDA",INSTITUTO CASADELAS,45.855.179/0001-05
221,29477,15.455.796/0001-44,MAIS MOLEQUES PRODUÇÕES LTDA - EPP,DOIS MOLEQUES PRODUÇÕES LTDA,12.375.637/0001-41
222,5019,03.144.369/0001-66,PEROLA NEGRA PRODUÇÕES LTDA,DOIS MOLEQUES PRODUÇÕES LTDA,12.375.637/0001-41
223,1981,33.836.990/0001-51,CINEMAS RIVER LTDA,DAC PARTICIPAÇÕES LTDA,00.852.265/0001-18
224,13822,08.267.787/0001-64,MAURICIO DE SOUSA EDITORA LTDA,LOJINHA DA MÔNICA LTDA,49.515.984/0001-32
225,4369,05.387.293/0001-25,CAMISA TREZE CULTURAL LTDA,RTRG2019 PRODUCOES ARTISTICAS LTDA,33.825.727/0001-67
226,39465,08.849.469/0001-01,"TAPIOCA FILMES, CULTURA E COMUNICACAO LTDA",TOCANTINS FILMES PRODUCOES AUDIOVISUAIS LTDA,08.863.826/0001-96
227,17776,11.122.144/0001-37,JOSUE'S CINE SHOPPING LTDA,JOSUÉ´S CINE ARCOS LTDA.,33.564.975/0001-00
228,49,72.353.725/0001-74,ART2D2 PRODUÇÕES LTDA,RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.,06.998.046/0001-28
229,38559,26.296.473/0001-71,IDF BRAZIL AUDIOVISUAL LTDA - EPP,MACIAS AUDIOVISUAL LTDA - EPP,12.667.537/0001-99
230,23097,07.929.424/0001-84,FRANCISCO DE ASSIS POGIAN PRODUÇÕES ME,FRANCISCO DE ASSIS PORGIAN PRODUÇÕES,30.286.242/0001-54
231,20415,14.572.152/0001-73,DORIS FILMES LTDA ME,GUARÁ ENTRETENIMENTO,28.893.688/0001-03
232,16095,10.332.701/0001-81,CHIN - PRODUCOES ARTISTICAS LTDA,37 NÃO É FEBRE PRODUÇÕES ARTÍSTICAS LTDA,07.474.911/0001-08
233,43452,33.916.629/0001-35,H L THEOBALD FILMES,HUGO LEONARDO THEOBALD 06925212755,30.092.940/0001-19
234,13722,08.632.329/0001-87,CAPADÓCIA MARKETING LTDA,BISULINHA PARTICIPACÕES E ENTRETENIMENTO LTDA,10.935.395/0001-78
235,29087,31.885.544/0001-01,CH'IEN O CRIATIVO PRODUÇÕES ARTÍSTICAS LTDA,DE FELIPPES FILMES E PRODUÇÕES LTDA,08.427.088/0001-34
236,25286,07.496.784/0001-30,BIG BANG COMUNICACAO AUDIOVISUAL LTDA,JOÃO GABRIEL SANTOS LEITE,07.632.461/0001-26
237,38236,14.717.191/0001-11,C A V LEMOS E CIA LTDA - ME,C A VIEIRA LEMOS E CIA LTDA,20.334.881/0001-94
238,12918,04.432.782/0001-99,ALPHA PRODUÇÕES LTDA ME,PRIMATA PRODUÇÕES AUDIOVISUAIS E COMÉRCIO DE ALIMENTOS PARA EVENTOS EIRELI,20.766.511/0001-26
239,26196,04.853.740/0001-21,NUNES ANGEL PRODUÇÕES LTDA,MONSTER MOVIE PRODUCOES E CASTING LTDA,03.876.997/0001-36
240,27603,08.076.715/0001-30,PAISAGEM DIGITAL COMUNICAÇÃO MULTIMÍDIA,NARA ELISA FORTUNATO PINTO,31.239.399/0001-91
241,43504,32.283.191/0001-32,DEEPY FILMS & CHAPTER FIVE PRODUÇÕES LTDA,MAIA FILMES E PUBLICIDADE EIRELI - ME,28.155.202/0001-21
242,47676,40.248.446/0001-54,PRIMEIRO PLANO FILMES EIRELLI,DALMO DE OLIVEIRA JUNIOR ME,14.137.909/0001-09
243,2044,03.080.378/0001-30,485 PRODUÇÕES LTDA,POÇO DE IDEIAS COMUNICAÇAO LTDA,40.784.462/0001-61
244,3984,06.374.462/0001-55,A. BRASIL FILMES LTDA ME,BRASIL FILMES PRODUÇÃO CRIATIVA EIRELI,40.113.198/0001-34
245,20529,09.112.697/0001-67,VEREDA INTERNACIONAL AUDIOVISUAL LTDA,CONSPIRAÇÃO ENTRETENIMENTO SÃO PAULO LTDA.,10.429.612/0001-58
246,53014,44.934.866/0001-45,CAOS PRODUCOES AUDIOVISUAIS LTDA,LUCAS PACHECO DA SILVA SOUZA 05292684180,29.580.747/0001-48
247,13175,05.260.502/0001-75,M F PROPAGANDA & PUBLICIDADE,ALEF FILMES LTDA - ME,10.773.213/0001-00
248,48954,41.481.161/0001-21,LOVEFILMS 360 PRODUÇÕES LTDA,LOVEFILMS LTDA.,67.962.449/0001-01
249,35467,23.093.660/0001-60,REVOLUTION ENSINO DE ARTES VISUAIS LTDA ­ ME,MIRALUMO FILMS LTDA,24.019.041/0001-98
250,47520,14.859.056/0001-00,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
251,44837,35.441.232/0001-60,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
252,31741,23.669.825/0001-07,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
253,20441,14.583.558/0001-51,CINE CANASTRA LTDA,JOSUE'S CINE SHOPPING LTDA,11.122.144/0001-37
254,1403,05.270.790/0001-49,ACCORDE FILMES LTDA.,FRONTERA FILMES LTDA - ME,20.625.881/0001-43
255,5960,07.949.950/0001-06,BRVR FILMES LTDA,BRAVURA CINEMATOGRÁFICA LTDA.,19.069.618/0001-36
256,1660,14.714.331/0001-06,ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA,FEIRA PLEXCINE LTDA.,04.547.950/0001-91
257,52870,39.314.110/0001-63,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,19.964.222/0001-52
258,42205,32.683.323/0001-13,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,19.964.222/0001-52
259,3825,00.079.647/0001-50,MUITO MAIS PROMOÇÕES LTDA,CINEAR PRODUCOES E EXIBICOES CINEMATOGRAFICAS EIRELI,07.137.708/0001-38
260,44580,21.229.657/0001-03,ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,SPRAY FILMES S.A.,06.945.371/0001-22
261,51053,37.339.230/0001-90,CRO DIGITAL COMUNICACAO LTDA,AG ENTRETENIMENTO E PARTICIPACOES LTDA EPP,27.498.482/0001-08
262,29724,22.112.138/0001-15,NACIONAL DISTRIBUIDORA DE CONTEUDOS PARA CINEMA E TELEVISÃO LTDA,EMPRESA DE CINEMAS ARCOPLEX S.A,17.040.988/0001-15
263,12418,08.429.784/0001-80,AURORA FILMES LTDA.,PLATE FILMES LTDA.,13.318.063/0001-32
264,43941,66.970.229/0001-67,CLARO NXT TELECOMUNICAÇÕES S.A.,CLARO S.A.,40.432.544/0001-47
265,307,02.863.008/0001-07,TOTAL ENTERTAINMENT LTDA,CENTRO DE CULTURA INFORMAÇÃO E MEIO AMBIENTE,00.468.786/0001-76
266,51854,47.385.313/0001-79,NO.HAY.BANDA CRIAÇÃO E PRODUÇÃO DE CONTEÚDO AUDIOVISUAL LTDA.,EMVIDEO EMPRESA DE VIDEOCOMUNICAÇÃO LTDA.,20.462.917/0001-15
267,46314,22.768.777/0001-33,LUIZ GUSTAVO DANNEMANN MONTEIRO 14442187789,DANREC FILMES LTDA,47.385.382/0001-82
268,46899,38.487.725/0001-29,VOZ FILMES E PRODUÇÕES ARTÍSTICAS EIRELI,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,39.314.110/0001-63
269,46916,38.409.721/0001-22,2.2 PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,39.314.110/0001-63
270,26405,13.585.525/0001-88,RF MACEDO LTDA,DLK ON LINE LTDA,05.274.746/0001-07
271,15055,00.906.050/0001-32,TERRA DIGITAL PRODUÇÕES MULTIMÍDIA LTDA,ALTER FILMES PRODUÇÕES AUDIOVISUAIS LTDA,35.944.784/0001-90
272,32512,13.316.572/0001-26,CREARE VÍDEO PRODUTORA E EVENTOS LTDA - ME,BERTOGLIO & CIA LTDA,02.663.115/0001-91
273,50705,42.856.251/0001-12,MARIA MARIA MULTIMÍDIA LTDA,C3 COMUNICAÇÃO E MARKETING LTDA,01.936.260/0001-36
274,37083,21.698.215/0001-06,REDE 4 K PRODUCOESLTDA ME,CRIATURA DIGITAL SOM & IMAGEM LTDA.,04.169.327/0001-42
275,21599,10.258.858/0001-04,PEQUI GRAVAÇÕES LTDA,NEXO FILMES EIRELI,30.223.224/0001-23
276,21225,13.202.884/0001-09,MEUS RUSSOS AUDIOVISUAL LTDA,MINHAVO SERVICOS DE CINEMA E ARTES LTDA - ME,13.020.687/0001-79
277,11782,08.465.974/0001-52,KINOOSFERA FILMES E PRODUÇÕES ARTÍSTICAS LTDA.,ONG COMUNICA,07.419.842/0001-21
278,18052,10.481.898/0001-10,MJ SOFTWARE LTDA . ME,MARK JOSELLI CONSULTORIA E TECNOLOGIA EIRELI ­ ME,27.793.545/0001-59
279,44214,01.874.614/0001-65,PROJETO IRRADIANTE DE COMUNICAÇÃO,FERNANDO MAURO PRODUÇÕES EIRELI,15.473.139/0001-20
280,11983,07.747.873/0001-01,CROCODILO FILMES LTDA-ME,DCINE CINEMATOGRAFIA DIGITAL LTDA. - ME,10.868.262/0001-26
281,18049,12.259.599/0001-61,VALE DO CAFÉ CINEMAS LTDA,MP CINEMAS EIRELI,12.983.519/0001-16
282,39021,28.867.441/0001-04,WERNER DE FIGUEIREDO COMUNICAÇÃO ME,TMC CRIATIVA DE VIDEO E COMUNICAÇÃO LTDA,16.657.276/0001-87
283,2188,05.203.579/0001-03,TERRAMARCEU PRODUÇÃO ELETRÔNICA LTDA,TMC CRIATIVA DE VIDEO E COMUNICAÇÃO LTDA,16.657.276/0001-87
284,46433,23.848.327/0001-13,J C RODRIGUES & R A MOREIRA LTDA,RA MOREIRA E RODRIGUES LTDA,13.369.692/0001-91
285,32319,23.980.273/0001-45,MADRE MIA FILMES LTDA ME,VAPT FILMES PRODUÇÕES EIRELI ME,22.380.095/0001-59
286,37601,28.492.489/0001-85,CINE ELI PARAÍBA CINEMAS LTDA,CINEMATOGRÁFICA LIMEIRA LTDA,17.360.792/0001-08
287,2836,52.067.071/0001-05,EMPRESA SAO LUIZ DE CINEMAS LTDA,CINEMATOGRÁFICA LIMEIRA LTDA,17.360.792/0001-08
288,35977,26.791.315/0001-98,MARANGUAPE CINEMAS LTDA - ME,CINEMATOGRÁFICA LIMEIRA LTDA,17.360.792/0001-08
289,24296,17.291.890/0001-30,PLANET CINEMAS CARUARU LTDA,PLANET CINEMAS MACAÉ LTDA,10.464.926/0001-91
290,13505,01.030.870/0001-76,VIDEOGRAFICA FILMES LTDA,PORTO VELHO FILMES LTDA - ME,28.663.461/0001-63
291,15146,10.510.690/0001-82,PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA,PAIVA & PINHEIRO SERVIÇOS DE COMUNICAÇÃO LTDA,30.759.883/0001-89
292,49854,43.574.222/0001-20,CINE XTREME PAULO AFONSO LTDA,SANTANA E ALMEIDA LTDA,33.042.782/0001-80
293,5348,07.524.011/0001-10,REDECINE - RIO CINEMATOGRAFICA S.A.,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
294,24818,15.201.428/0001-70,NO PROBLEM PRODUÇÕES ARTÍSTICAS LTDA,CPC - CENTRO DE PRODUÇÃO CULTURAL LTDA.,03.784.294/0001-88
295,13379,01.385.423/0001-30,REDE NOVO TEMPO DE COMUNICACAO,FUND SETORIAL DE RADIODIFUSAO EDUC DE SONS E IMAGENS,60.133.972/0001-86
296,42560,19.057.660/0001-37,FUNDAÇÃO EDUCATIVA E CULTURAL RIO VERDE,FUNDAÇÃO ESPÍRITA ANDRÉ LUIZ,65.080.616/0001-65
297,26640,19.964.222/0001-52,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,32.683.323/0001-13
298,22519,14.428.576/0001-69,PAULO FRANCISCO PERES LUCAS ME,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,32.683.323/0001-13
299,45483,36.845.016/0001-42,CAFEINA PRODUCOES ARTISTICAS E AUDIOVISUAIS LTDA,CAFE PRETO PRODUCOES AUDIOVISUAIS LTDA - ME,24.856.310/0001-70
300,11922,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,LK TEL DISTRIBUIDORA DE FILMES LTDA.,09.006.254/0001-91
301,18002,54.958.665/0001-31,CIRCULAR O DESEJO FILMES LTDA,NAPRATKA CULTURAL LTDA ­ ME,10.278.664/0001-70
302,6521,07.739.908/0001-60,ÍCONE COMÉRCIO DE ÁUDIO E VÍDEO LTDA,M F PRODUÇÃO AUDIOVISUAL LTDA,31.649.060/0001-63
303,40916,31.097.338/0001-37,CA VA ARTES E PRODUCOES LTDA,BUDAPESTE PRODUCOES LTDA,05.078.668/0001-75
304,51935,46.266.327/0001-00,CINE LASER TANGARA LTDA,CINE LASER BARRA DO GARÇAS LTDA- ME,24.864.214/0001-74
305,28472,03.523.253/0001-38,PEDRO HENRIQUE LONGHI - ME,TELOS EMPREENDIMENTOS CULTURAIS LTDA,07.623.232/0001-45
306,32541,10.349.245/0001-82,EVEN PRODUÇOES E EVENTOS LTDA - ME,HIVEM PRODUCOES EIRELI,32.291.463/0001-46
307,12069,68.310.374/0001-47,POINTER - PROGRAMAÇÃO VISUAL LTDA.,INSTITUTO PUENTE,18.996.507/0001-02
308,25229,18.695.259/0001-60,MOVIEPASS CINEMATOGRÁFICA LTDA,EMPRESA CINEMATOGRÁFICA IPATINGA LTDA,02.962.893/0001-81
309,24110,17.494.118/0001-16,11 VISUALS PRODUÇÕES DE FILMES LTDA - ME,FIXER INC PRODUÇÃO CINEMATOGRÁFICA LTDA - ME,09.445.629/0001-10
310,415,00.291.470/0001-51,DILER & ASSOCIADOS LTDA,DREAMVISION FILM AND VIDEO PRODUCTION LTDA,29.255.148/0001-59
311,4123,57.145.229/0001-31,PLATÉIA VÍDEO LTDA,VISÃO FILMES PRODUÇÃO E COMUNICAÇÃO LTDA - ME,24.019.967/0001-83
312,17773,07.924.385/0001-22,ORION PRODUÇÕES DE FILMES E AUDIO LTDA,ESPIRAL LAB COMUNICAÇÃO LTDA,32.971.082/0001-08
313,25518,04.429.302/0001-30,MAQUINA SET PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME,MARCHIORI & MACHADO REPRESENTAÇÕES LTDA,12.942.227/0001-35
314,45931,08.713.887/0001-77,CIAVATTA PANTOJA CRIAÇÕES LTDA,PINDORAMA FILMES LTDA,04.453.786/0001-53
315,577,29.528.452/0001-22,NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME,"LUSA EMPREENDIMENTOS, PRODUÇÕES ARTÍSTICAS E LICENCIAMENTOS LTDA.",01.147.082/0001-64
316,19413,12.475.126/0001-00,CLARTE SERVIÇOS DE FOTO E CINEMA LTDA ME,MARAHU PRODUCOES DE CINEMA E TELEVISAO LTDA,22.446.460/0001-80
317,23812,17.618.761/0001-04,511 FILMES LTDA,LUIZ ANTONIO DA SILVA PRODUTOR DE FILMES E VIDEOS EPP,02.058.987/0001-20
318,34459,26.229.086/0001-12,NELSON HOINEFF PRODUCOES ARTISTICAS EIRELI ME,COMUNICAÇÃO ALTERNATIVA LTDA,31.399.272/0001-30
319,5545,78.838.315/0001-08,MERCADO PROPAGANDA E MARKETING LTDA,DRIXEL LICENCIAMENTOS LTDA,20.414.073/0001-37
320,42843,33.116.340/0001-31,ALEXANDRE BRANCO BORGES,ASHA TELECOM EIRELI - ME,23.146.309/0001-90
321,48135,34.665.801/0001-98,MARCO ANTONIO PEREIRA DE FREITAS JUNIOR 08928927650,ABDUCAO FILMES LTDA,40.226.894/0001-57
322,12946,33.050.733/0001-90,RADIO E TELEVISAO BANDEIRANTES DO RIO DE JANEIRO S.A.,RADIO E TELEVISAO BANDEIRANTES DA BAHIA LTDA,13.810.015/0001-67
323,15742,06.017.510/0001-58,COMPANHIA RIO BONITO - COMUNICAÇÕES,RADIO E TELEVISAO BANDEIRANTES DA BAHIA LTDA,13.810.015/0001-67
324,25481,18.474.101/0001-60,DIREÇÃO COLETIVA FILMES LTDA,A PIAZADA FILMES EIRELI,32.554.049/0001-82
325,13088,04.169.327/0001-42,CRIATURA DIGITAL SOM & IMAGEM LTDA.,REDE 4 K PRODUCOESLTDA ME,21.698.215/0001-06
326,43969,34.396.167/0001-35,STUDIO FLY SOLUCOES LTDA,MATHEUS RUAS MENDONÇA IMAGENS ME,12.978.718/0001-36
327,115,03.273.012/0001-88,TAMBOR PRODUÇÕES CINEMATOGRÁFICAS LTDA,CAFE ROYAL FILMES LTDA,34.258.649/0001-29
328,50871,08.270.832/0001-30,GUERRA-PEIXE S PRODUCAO DE ARTE LTDA,CAFE ROYAL FILMES LTDA,34.258.649/0001-29
329,50544,44.406.374/0001-87,ZÉ PEQUENO PRODUÇÕES ARTÍSTICAS LTDA,PRO SINTAX EVENTOS LTDA,10.583.505/0001-80
330,31135,21.923.650/0001-89,REDECINE LONDRINA CINEMATOGRAFICA LTDA,MOVIESYSTEM CINEMATOGRAFICA LTDA,04.533.831/0001-80
331,44407,34.720.816/0001-01,PRODUTORA BOX PUBLICIDADE E AUDIOVISUAL EIRELI,TAYLAN RENAN DE MACEDO DE OLIVEIRA 08163387955,24.199.053/0001-41
332,39015,29.455.704/0001-30,V E D SHOW BUSINESS - PRODUÇÃO MUSICAL LTDA,JUKEBOX PRODUCOES ARTISTICAS LTDA,29.707.580/0001-33
333,28604,20.710.618/0001-52,ASSOCIAÇÃO CULTURAL VENTO FORTE,8U PRODUTORA E DISTRIBUIDORA DE FILMES LTDA,07.573.802/0001-30
334,42212,31.773.581/0001-28,GRITARIA PRODUÇÕES LTDA,SUPERCOMBO PRODUÇÕES LTDA,33.935.010/0001-78
335,546,93.941.839/0001-05,DEPART FILMS LTDA,DETOUR FILMS LTDA,08.889.030/0001-02
336,36999,27.676.231/0001-76,CINE ELI SP CINEMAS LTDA,CINE ELI PARAÍBA CINEMAS LTDA,28.492.489/0001-85
337,3878,16.924.581/0001-98,INTERVISAO EMISSORAS DE RADIO E TELEVISAO LTDA,EMPREENDIMENTOS RADIODIFUSAO CABO FRIO LTDA,31.918.725/0001-97
338,49526,33.440.581/0001-31,MGFS PRODUCOES ARTISTICAS LTDA,ANAVITORIA ARTES LTDA,25.070.070/0001-47
339,47328,19.361.857/0001-65,CINESALA EXIBIÇÕES E EVENTOS LTDA,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,06.953.374/0001-08
340,2735,05.774.116/0001-00,CINEARTE MORUMBI LTDA,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,06.953.374/0001-08
341,45198,36.172.994/0001-70,JONATHAS DE OLIVEIRA FRAGA 14113012776,J. DE OLIVEIRA FRAGA FILMAGENS,18.840.318/0001-46
342,24110,17.494.118/0001-16,11 VISUALS PRODUÇÕES DE FILMES LTDA - ME,BREITHNER MONTEIRO FILMES CRIAÇÕES E PRODUÇÕES LTDA,33.280.681/0001-48
343,36395,27.171.970/0001-06,EDGARD SOARES FILMES LTDA,SANTERIA PRODUÇÕES AUDIOVISUAIS LTDA,39.814.253/0001-34
344,27029,14.139.914/0001-42,FOREST COMUNICAÇÃO,FOREST - COMUNICAÇÃO SOCIOAMBIENTAL,21.567.273/0001-92
345,47520,14.859.056/0001-00,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA,16.888.328/0001-26
346,5654,07.665.262/0001-14,REDECINE-CPQ CINEMATOGRÁFICA LTDA,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA,16.888.328/0001-26
347,48462,41.670.839/0001-14,SUSTO PRODUÇÃO DE FILMES LTDA,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,08.440.376/0001-29
348,27885,19.340.679/0001-96,"ASTURIA COMERCIO, PRODUCOES DE FILMES E EVENTOS LTDA - EPP",HILFER EVENTOS E PRODUÇOES LTDA  EPP,11.636.863/0001-76
